"bird_id","status","sex","colony_coord","date_time","X","Y"
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 12:33:04 UTC",-67.803877,-67.285538
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 12:43:03 UTC",-67.811564,-67.275879
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 12:53:04 UTC",-67.811651,-67.2759
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 13:02:58 UTC",-67.811734,-67.275902
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 13:12:57 UTC",-67.811664,-67.27589
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 13:22:56 UTC",-67.811649,-67.275949
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 13:32:50 UTC",-67.81178,-67.275876
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 13:43:54 UTC",-67.811953,-67.278021
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 13:53:53 UTC",-67.813008,-67.278343
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 14:03:48 UTC",-67.81008,-67.279428
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 14:14:13 UTC",-67.808508,-67.280523
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 14:24:54 UTC",-67.804405,-67.28587
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 14:34:49 UTC",-67.801822,-67.285953
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 14:44:50 UTC",-67.800275,-67.286443
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 14:54:47 UTC",-67.799405,-67.286259
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 15:04:41 UTC",-67.800009,-67.285987
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 15:14:39 UTC",-67.820353,-67.262882
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 15:24:39 UTC",-67.815479,-67.259201
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 15:34:34 UTC",-67.808,-67.255613
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 15:44:33 UTC",-67.817316,-67.276515
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 15:54:34 UTC",-67.813362,-67.277537
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 16:04:26 UTC",-67.806478,-67.283536
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 16:14:24 UTC",-67.805516,-67.284549
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 16:24:32 UTC",-67.804452,-67.285449
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 16:34:28 UTC",-67.80115,-67.287032
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 16:44:25 UTC",-67.800416,-67.287272
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 16:54:24 UTC",-67.800464,-67.28638
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 17:04:18 UTC",-67.805961,-67.285901
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 17:14:17 UTC",-67.803503,-67.286074
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 17:24:17 UTC",-67.805038,-67.285744
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 17:36:34 UTC",-67.806858,-67.285533
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 17:46:32 UTC",-67.805502,-67.28592
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 17:56:31 UTC",-67.803531,-67.286677
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 18:06:25 UTC",-67.806375,-67.286207
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 18:16:24 UTC",-67.806102,-67.28666
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 18:26:23 UTC",-67.802405,-67.290206
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 18:36:17 UTC",-67.856956,-67.372767
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 18:46:15 UTC",-67.946738,-67.447068
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-05 18:56:17 UTC",-68.050791,-67.524762
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 13:23:50 UTC",-68.052874,-67.535388
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 13:33:50 UTC",-68.017989,-67.502205
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 13:43:50 UTC",-67.938871,-67.446164
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 13:53:48 UTC",-67.84703,-67.38521
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 14:03:48 UTC",-67.793977,-67.319497
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 14:13:47 UTC",-67.800809,-67.286997
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 14:23:51 UTC",-67.768909,-67.288729
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 14:33:50 UTC",-67.769008,-67.288775
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 14:43:52 UTC",-67.769068,-67.288783
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 14:54:04 UTC",-67.768695,-67.288618
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 15:03:48 UTC",-67.797859,-67.286491
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 15:13:46 UTC",-67.803877,-67.286853
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 15:23:51 UTC",-67.804201,-67.286667
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 15:33:50 UTC",-67.803473,-67.28598
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 15:46:03 UTC",-67.806714,-67.285076
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 15:56:53 UTC",-67.800135,-67.286405
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 16:06:55 UTC",-67.798302,-67.287611
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 16:16:53 UTC",-67.801327,-67.286208
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 16:26:54 UTC",-67.799278,-67.287177
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 16:36:57 UTC",-67.798793,-67.287833
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 16:48:04 UTC",-67.803561,-67.285712
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 16:58:02 UTC",-67.801863,-67.286133
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 17:07:56 UTC",-67.801985,-67.286246
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 17:17:57 UTC",-67.802328,-67.285812
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 17:27:58 UTC",-67.801732,-67.286382
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 17:37:54 UTC",-67.801975,-67.286582
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 17:47:51 UTC",-67.803573,-67.286368
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 17:58:18 UTC",-67.808181,-67.283732
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 18:10:17 UTC",-67.806324,-67.285142
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 18:20:19 UTC",-67.802707,-67.286377
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 18:30:16 UTC",-67.799592,-67.286189
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 18:40:50 UTC",-67.801931,-67.286676
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 18:53:24 UTC",-67.806971,-67.283827
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 19:06:19 UTC",-67.806857,-67.285268
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 19:16:14 UTC",-67.804799,-67.285151
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 19:26:13 UTC",-67.806261,-67.285049
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 19:36:13 UTC",-67.806591,-67.284258
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 19:46:07 UTC",-67.806772,-67.284103
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 19:56:07 UTC",-67.804198,-67.2852
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 20:06:04 UTC",-67.803769,-67.285773
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 20:17:20 UTC",-67.801653,-67.284998
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 20:29:13 UTC",-67.80023,-67.284884
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 20:39:14 UTC",-67.806838,-67.281117
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 20:50:37 UTC",-67.811397,-67.278568
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 21:00:36 UTC",-67.808642,-67.278992
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 21:10:34 UTC",-67.810436,-67.278156
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 21:20:43 UTC",-67.810329,-67.279341
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 21:30:32 UTC",-67.896018,-67.385846
"KB_17","good","Male",c(-68.068935, -67.570716),"2022-01-06 21:40:31 UTC",-68.007072,-67.493863
"KB_43","good","Female",c(-68.068935, -67.570716),"2022-12-30 17:56:34 UTC",0,0
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-30 17:55:14 UTC",0,0
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-30 18:20:49 UTC",0,0
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-30 23:32:39 UTC",-68.056445,-67.534122
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-30 23:34:39 UTC",-68.047441,-67.520719
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-30 23:36:38 UTC",-68.037918,-67.50744
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-30 23:38:38 UTC",-68.023887,-67.494645
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-30 23:40:37 UTC",-68.004689,-67.482993
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-30 23:42:36 UTC",-67.9825,-67.472443
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-30 23:44:37 UTC",-67.949145,-67.463841
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-30 23:46:39 UTC",-67.917773,-67.453788
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-30 23:48:38 UTC",-67.896526,-67.440894
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-30 23:50:35 UTC",-67.879201,-67.428843
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-30 23:52:37 UTC",-67.853058,-67.416261
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-30 23:54:32 UTC",-67.830418,-67.402801
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-30 23:56:30 UTC",-67.798951,-67.391294
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-30 23:58:29 UTC",-67.775912,-67.380033
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:00:29 UTC",-67.757972,-67.369855
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:02:31 UTC",-67.745092,-67.366748
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:04:50 UTC",-67.744718,-67.366125
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:06:48 UTC",-67.752612,-67.360051
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:08:47 UTC",-67.749549,-67.348503
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:10:46 UTC",-67.740579,-67.335189
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:12:46 UTC",-67.719568,-67.324943
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:15:47 UTC",-67.711773,-67.324073
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:17:42 UTC",-67.708307,-67.323764
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:19:43 UTC",-67.708682,-67.323707
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:21:39 UTC",-67.710681,-67.323351
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:23:36 UTC",-67.708779,-67.32377
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:25:35 UTC",-67.708632,-67.32377
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:27:35 UTC",-67.708768,-67.323774
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:29:36 UTC",-67.70998,-67.323528
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:31:43 UTC",-67.709745,-67.323603
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:33:39 UTC",-67.70921,-67.323954
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:35:38 UTC",-67.708001,-67.323715
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:37:35 UTC",-67.70894,-67.323835
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:39:31 UTC",-67.709139,-67.323822
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:41:31 UTC",-67.709378,-67.323841
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:43:32 UTC",-67.709133,-67.323878
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:45:32 UTC",-67.709527,-67.323894
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:47:28 UTC",-67.7099,-67.323881
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:49:29 UTC",-67.710219,-67.324018
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:51:25 UTC",-67.712193,-67.324094
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:53:32 UTC",-67.711753,-67.324417
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:55:34 UTC",-67.712018,-67.323919
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:57:31 UTC",-67.711529,-67.324172
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 00:59:32 UTC",-67.711336,-67.323999
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:01:28 UTC",-67.710841,-67.323538
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:03:27 UTC",-67.711562,-67.323189
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:05:27 UTC",-67.712668,-67.32296
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:07:28 UTC",-67.712931,-67.322904
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:09:25 UTC",-67.704204,-67.322329
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:11:23 UTC",-67.704268,-67.322534
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:13:23 UTC",-67.704306,-67.322628
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:15:26 UTC",-67.704723,-67.322617
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:17:29 UTC",-67.704155,-67.322463
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:19:28 UTC",-67.705202,-67.32292
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:21:23 UTC",-67.70512,-67.322616
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:23:22 UTC",-67.705306,-67.3228
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:25:21 UTC",-67.705373,-67.322774
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:27:20 UTC",-67.705608,-67.322813
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:29:24 UTC",-67.705703,-67.323016
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:31:21 UTC",-67.70563,-67.322843
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:33:23 UTC",-67.705572,-67.322929
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:35:20 UTC",-67.707746,-67.324136
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:37:17 UTC",-67.70753,-67.324215
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:40:09 UTC",-67.70794,-67.324172
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:42:52 UTC",-67.707053,-67.324183
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:44:53 UTC",-67.707037,-67.324001
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:46:52 UTC",-67.707258,-67.323894
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:48:51 UTC",-67.704945,-67.323446
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:50:52 UTC",-67.728776,-67.336133
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:52:48 UTC",-67.746201,-67.348829
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:54:47 UTC",-67.746517,-67.348842
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:56:47 UTC",-67.746868,-67.348883
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 01:58:45 UTC",-67.746774,-67.348894
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 02:00:44 UTC",-67.746321,-67.348779
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 02:02:43 UTC",-67.746666,-67.348837
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 02:04:43 UTC",-67.763378,-67.36159
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 02:06:45 UTC",-67.805695,-67.382572
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 02:08:41 UTC",-67.845512,-67.399264
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 02:10:43 UTC",-67.888521,-67.415859
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 02:12:42 UTC",-67.92334,-67.436203
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 02:14:39 UTC",-67.957439,-67.455575
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 02:16:40 UTC",-67.99476,-67.474009
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 02:18:39 UTC",-68.034982,-67.492279
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 02:20:38 UTC",-68.052224,-67.515858
"KB_45","good","Female",c(-68.068935, -67.570716),"2022-12-31 02:22:37 UTC",-68.069097,-67.540774
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-30 18:52:55 UTC",0,0
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 08:27:54 UTC",0,0
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 12:44:18 UTC",-68.175377,-67.560129
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 12:46:17 UTC",-68.210574,-67.551606
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 12:49:23 UTC",-68.217762,-67.550541
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 12:51:22 UTC",-68.226496,-67.544563
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 12:54:19 UTC",-67.39642199,-67.37308005
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 12:56:59 UTC",-68.224563,-67.54582
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 12:58:58 UTC",-68.229514,-67.54379
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 13:02:38 UTC",-68.231179,-67.543891
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 13:04:37 UTC",-68.231721,-67.54386
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 13:06:36 UTC",-68.232058,-67.543994
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 13:08:35 UTC",-68.208437,-67.552214
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 13:11:09 UTC",0,0
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 13:13:51 UTC",-68.171571,-67.560821
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 13:15:50 UTC",-68.172038,-67.560996
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 13:17:49 UTC",-68.169894,-67.55993
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 13:19:51 UTC",-68.169703,-67.55874
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 13:22:08 UTC",-68.16918,-67.559031
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 13:24:27 UTC",-68.168869,-67.559464
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 13:26:52 UTC",-68.168032,-67.560139
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 13:29:00 UTC",-68.166983,-67.560598
"KB_42","good","Female",c(-68.068935, -67.570716),"2022-12-31 13:30:50 UTC",-68.165186,-67.564566
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 20:33:27 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 20:35:26 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 20:41:22 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 20:43:21 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 20:45:19 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 20:47:18 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 20:49:17 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 20:51:16 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 20:56:02 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 20:58:00 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:00:00 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:01:58 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:03:57 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:05:57 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:11:38 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:13:38 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:15:36 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:17:35 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:19:34 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:21:33 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:23:32 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:25:31 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:27:32 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:29:30 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:31:29 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:33:28 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:35:27 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:37:26 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:39:26 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:41:24 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:43:22 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:45:16 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:47:15 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:49:14 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:51:13 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:53:12 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:55:12 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:57:11 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 21:59:12 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:01:10 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:03:09 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:05:09 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:07:07 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:09:08 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:11:07 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:13:08 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:14:52 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:16:51 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:18:48 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:20:50 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:22:48 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:24:46 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:26:45 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:28:44 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:30:43 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:32:42 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:34:40 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:36:39 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:38:38 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:40:39 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:42:38 UTC",0,0
"KB_38","unusable","Male",c(-68.068935, -67.570716),"2022-12-30 22:44:23 UTC",0,0
