"bird_id","sex","colony","year","date_gmt","time_gmt","latitude","longitude","datetime","datetime_rothera"
"KB_22_42952_24","Female","Killingbeck",2022,"2022-01-05","11:10:46",-67.570605,-68.069432,"2022-01-05 11:10:46","2022-01-05 08:10:46"
"KB_22_42952_24","Female","Killingbeck",2022,"2022-01-05","12:00:31",-67.570924,-68.069867,"2022-01-05 12:00:31","2022-01-05 09:00:31"
"KB_22_42952_24","Female","Killingbeck",2022,"2022-01-05","12:50:21",-67.570643,-68.069927,"2022-01-05 12:50:21","2022-01-05 09:50:21"
"KB_22_42952_24","Female","Killingbeck",2022,"2022-01-05","13:40:07",-67.570643,-68.069865,"2022-01-05 13:40:07","2022-01-05 10:40:07"
"KB_22_42952_24","Female","Killingbeck",2022,"2022-01-05","14:29:53",-67.570655,-68.069681,"2022-01-05 14:29:53","2022-01-05 11:29:53"
"KB_22_42952_24","Female","Killingbeck",2022,"2022-01-05","15:19:42",-67.570781,-68.069945,"2022-01-05 15:19:42","2022-01-05 12:19:42"
"KB_22_42952_24","Female","Killingbeck",2022,"2022-01-05","16:09:29",-67.507703,-68.034774,"2022-01-05 16:09:29","2022-01-05 13:09:29"
"KB_22_42952_24","Female","Killingbeck",2022,"2022-01-05","16:59:30",-67.445441,-67.97466,"2022-01-05 16:59:30","2022-01-05 13:59:30"
"KB_22_42952_24","Female","Killingbeck",2022,"2022-01-05","17:49:25",-67.444722,-67.975057,"2022-01-05 17:49:25","2022-01-05 14:49:25"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","00:35:34",-67.569559,-68.067528,"2022-01-04 00:35:34","2022-01-03 21:35:34"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","01:26:00",-67.570649,-68.069291,"2022-01-04 01:26:00","2022-01-03 22:26:00"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","02:15:43",-67.570734,-68.069267,"2022-01-04 02:15:43","2022-01-03 23:15:43"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","03:05:33",-67.57078,-68.069362,"2022-01-04 03:05:33","2022-01-04 00:05:33"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","03:56:23",-67.570752,-68.069415,"2022-01-04 03:56:23","2022-01-04 00:56:23"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","04:46:34",-67.570626,-68.06952,"2022-01-04 04:46:34","2022-01-04 01:46:34"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","05:36:26",-67.570647,-68.06954,"2022-01-04 05:36:26","2022-01-04 02:36:26"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","06:27:03",-67.572663,-68.073592,"2022-01-04 06:27:03","2022-01-04 03:27:03"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","07:16:43",-67.570418,-68.069262,"2022-01-04 07:16:43","2022-01-04 04:16:43"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","08:06:34",-67.570722,-68.069442,"2022-01-04 08:06:34","2022-01-04 05:06:34"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","08:56:19",-67.57064,-68.069462,"2022-01-04 08:56:19","2022-01-04 05:56:19"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","09:46:05",-67.570643,-68.069313,"2022-01-04 09:46:05","2022-01-04 06:46:05"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","10:35:55",-67.570581,-68.069393,"2022-01-04 10:35:55","2022-01-04 07:35:55"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","11:25:41",-67.570782,-68.069215,"2022-01-04 11:25:41","2022-01-04 08:25:41"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","12:15:25",-67.570661,-68.069422,"2022-01-04 12:15:25","2022-01-04 09:15:25"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","13:05:16",-67.57066,-68.069382,"2022-01-04 13:05:16","2022-01-04 10:05:16"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","13:55:02",-67.570654,-68.069208,"2022-01-04 13:55:02","2022-01-04 10:55:02"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","14:44:46",-67.570716,-68.069366,"2022-01-04 14:44:46","2022-01-04 11:44:46"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","15:34:37",-67.570657,-68.069508,"2022-01-04 15:34:37","2022-01-04 12:34:37"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","16:24:23",-67.570712,-68.069489,"2022-01-04 16:24:23","2022-01-04 13:24:23"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","17:14:21",-67.570672,-68.069501,"2022-01-04 17:14:21","2022-01-04 14:14:21"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","18:03:59",-67.570732,-68.069529,"2022-01-04 18:03:59","2022-01-04 15:03:59"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","18:53:45",-67.570684,-68.069399,"2022-01-04 18:53:45","2022-01-04 15:53:45"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","19:43:31",-67.570663,-68.069404,"2022-01-04 19:43:31","2022-01-04 16:43:31"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","20:33:22",-67.570617,-68.069312,"2022-01-04 20:33:22","2022-01-04 17:33:22"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","21:23:06",-67.568506,-68.075254,"2022-01-04 21:23:06","2022-01-04 18:23:06"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","22:12:53",-67.571661,-68.068069,"2022-01-04 22:12:53","2022-01-04 19:12:53"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","23:02:42",-67.57069,-68.069372,"2022-01-04 23:02:42","2022-01-04 20:02:42"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-04","23:52:28",-67.55585,-67.817389,"2022-01-04 23:52:28","2022-01-04 20:52:28"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","00:42:14",-67.555886,-67.817352,"2022-01-05 00:42:14","2022-01-04 21:42:14"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","01:32:03",-67.570674,-68.069253,"2022-01-05 01:32:03","2022-01-04 22:32:03"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","02:21:49",-67.570733,-68.069117,"2022-01-05 02:21:49","2022-01-04 23:21:49"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","03:11:34",-67.570749,-68.069382,"2022-01-05 03:11:34","2022-01-05 00:11:34"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","04:01:28",-67.570672,-68.06944,"2022-01-05 04:01:28","2022-01-05 01:01:28"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","04:51:41",-67.57002,-67.945349,"2022-01-05 04:51:41","2022-01-05 01:51:41"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","05:41:28",-67.574216,-67.830937,"2022-01-05 05:41:28","2022-01-05 02:41:28"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","06:31:20",-67.574123,-67.830818,"2022-01-05 06:31:20","2022-01-05 03:31:20"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","07:21:03",-67.573768,-67.840752,"2022-01-05 07:21:03","2022-01-05 04:21:03"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","08:10:47",-67.574083,-67.830264,"2022-01-05 08:10:47","2022-01-05 05:10:47"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","09:00:39",-67.574107,-67.830396,"2022-01-05 09:00:39","2022-01-05 06:00:39"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","09:50:26",-67.570653,-68.069204,"2022-01-05 09:50:26","2022-01-05 06:50:26"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","10:40:08",-67.570606,-68.069056,"2022-01-05 10:40:08","2022-01-05 07:40:08"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","11:29:59",-67.570753,-68.069222,"2022-01-05 11:29:59","2022-01-05 08:29:59"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","12:19:44",-67.570737,-68.069425,"2022-01-05 12:19:44","2022-01-05 09:19:44"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","13:09:32",-67.570752,-68.069487,"2022-01-05 13:09:32","2022-01-05 10:09:32"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","13:59:20",-67.570717,-68.069408,"2022-01-05 13:59:20","2022-01-05 10:59:20"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","14:49:06",-67.570657,-68.069379,"2022-01-05 14:49:06","2022-01-05 11:49:06"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","15:38:52",-67.570665,-68.069488,"2022-01-05 15:38:52","2022-01-05 12:38:52"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","16:28:42",-67.570752,-68.069735,"2022-01-05 16:28:42","2022-01-05 13:28:42"
"KB_22_42955_21","Male","Killingbeck",2022,"2022-01-05","17:18:29",-67.570788,-68.069405,"2022-01-05 17:18:29","2022-01-05 14:18:29"
