"bird_id","sex","colony_coord","date_time","X","Y"
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:29:09 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:31:15 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:33:15 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:35:17 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:37:06 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:39:13 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:41:34 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:43:33 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:45:27 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:47:26 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:49:34 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:51:32 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:53:26 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:55:22 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:57:23 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:59:28 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:01:23 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:03:30 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:05:35 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:07:26 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:09:27 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:11:26 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:13:34 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:15:26 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:17:28 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:19:33 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:21:19 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:23:23 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:25:25 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:27:31 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:29:30 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:31:28 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:33:29 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:35:22 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:37:25 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:39:14 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:41:03 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:43:04 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:45:03 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:47:02 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:49:00 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:50:59 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:53:05 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:54:59 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:57:06 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 05:59:10 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:00:56 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:02:55 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:04:52 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:06:50 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:08:51 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:10:39 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:12:38 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:14:36 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:16:36 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:18:34 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:20:33 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:22:32 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:24:31 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:26:31 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:28:29 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:30:28 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:32:28 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:34:30 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:36:28 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:38:28 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:40:47 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:42:46 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:45:00 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:46:46 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:48:45 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:50:57 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:52:54 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:54:40 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:56:40 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 06:58:41 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:00:38 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:02:37 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:04:35 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:06:35 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:08:35 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:10:36 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:12:33 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:14:32 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:16:31 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:18:30 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:20:31 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:22:27 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:24:29 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:26:28 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:28:27 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:30:26 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:32:34 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:34:25 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:36:37 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:38:36 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:40:11 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:42:10 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:44:07 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:46:08 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:48:04 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:50:04 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:52:03 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:54:04 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:56:02 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:58:00 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 07:59:58 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:02:06 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:04:06 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:06:00 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:08:05 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:09:57 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:11:54 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:13:54 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:15:48 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:17:45 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:19:46 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:21:44 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:23:44 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:25:42 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:27:41 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:29:46 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:31:45 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:33:39 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:35:40 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:37:46 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:39:47 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:41:39 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:43:45 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:45:46 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:47:40 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:49:37 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:51:35 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:53:37 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:55:34 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:57:40 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 08:59:35 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:01:31 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:03:33 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:05:33 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:07:31 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:10:45 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:12:44 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:14:43 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:16:40 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:18:39 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:20:38 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:22:39 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:24:36 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:26:34 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:28:36 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:30:36 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:32:35 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:34:39 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:36:32 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:38:33 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:40:16 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:42:23 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:44:20 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:46:13 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:48:12 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 09:50:10 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 10:28:33 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 10:43:58 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 10:46:04 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 10:47:59 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 10:49:56 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 10:52:03 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 10:53:55 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 10:55:54 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 10:57:52 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 10:59:51 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:01:53 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:03:58 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:05:58 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:07:56 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:09:41 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:11:47 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:13:40 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:15:37 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:17:38 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:19:37 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:21:34 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:23:40 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:25:32 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:27:32 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:29:30 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:31:32 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:33:29 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:35:29 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:37:27 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:39:54 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:41:53 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:43:52 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:45:52 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:47:50 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:49:49 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:51:49 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:56:32 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 11:58:30 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 12:00:30 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 12:02:29 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 12:07:38 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 12:09:28 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 12:11:26 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 12:13:25 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 12:15:24 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 12:17:23 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 12:19:23 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 12:21:24 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 12:23:24 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 12:25:20 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 12:27:20 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 12:29:18 UTC",0,0
