"bird_id","sex","colony_coord","date_time","X","Y"
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 06:34:35 UTC",-67.924831,-67.559703
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 06:36:34 UTC",-67.981147,-67.564047
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 09:47:11 UTC",-67.978763,-67.56003
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 09:49:10 UTC",-67.931952,-67.559405
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 09:51:43 UTC",-67.872105,-67.556713
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 09:53:41 UTC",-67.828485,-67.551951
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 09:55:40 UTC",-67.80096,-67.546785
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 09:57:39 UTC",-67.800847,-67.546784
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 09:59:38 UTC",-67.800778,-67.546853
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:01:37 UTC",-67.797893,-67.547623
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:04:52 UTC",-67.799725,-67.547144
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:07:01 UTC",-67.800149,-67.547024
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:08:59 UTC",-67.800844,-67.546324
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:11:01 UTC",-67.800842,-67.546276
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:12:57 UTC",-67.800917,-67.546304
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:14:57 UTC",-67.800836,-67.546335
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:16:56 UTC",-67.800706,-67.546202
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:18:54 UTC",-67.800796,-67.546338
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:20:53 UTC",-67.800788,-67.546299
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:22:53 UTC",-67.800806,-67.5463
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:24:52 UTC",-67.800885,-67.546512
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:26:52 UTC",-67.800743,-67.546334
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:28:50 UTC",-67.800863,-67.546355
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:31:59 UTC",-67.799211,-67.54722
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:34:56 UTC",-67.798821,-67.54756
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:36:55 UTC",-67.799919,-67.547171
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:39:25 UTC",-67.800815,-67.54734
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:41:26 UTC",-67.800591,-67.547303
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:43:28 UTC",-67.799762,-67.544565
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:45:25 UTC",-67.800939,-67.546825
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:47:24 UTC",-67.801031,-67.546727
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:49:22 UTC",-67.800984,-67.546865
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:51:22 UTC",-67.800985,-67.546869
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:53:20 UTC",-67.800961,-67.54673
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:55:21 UTC",-67.800951,-67.546747
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:57:20 UTC",-67.800695,-67.546792
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 10:59:19 UTC",-67.801111,-67.546844
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:01:18 UTC",-67.801024,-67.546711
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:03:17 UTC",-67.801024,-67.546726
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:05:16 UTC",-67.801065,-67.546822
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:07:15 UTC",-67.80094,-67.546821
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:09:15 UTC",-67.800818,-67.546747
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:11:13 UTC",-67.800941,-67.546811
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:13:12 UTC",-67.800978,-67.54672
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:15:12 UTC",-67.797694,-67.54726
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:17:11 UTC",-67.799019,-67.547227
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:20:20 UTC",-67.800333,-67.547305
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:22:16 UTC",-67.800272,-67.547224
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:24:14 UTC",-67.800498,-67.547052
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:26:14 UTC",-67.799175,-67.546627
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:28:13 UTC",-67.796674,-67.54706
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:30:27 UTC",-67.797021,-67.547363
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:32:26 UTC",-67.797146,-67.547352
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:34:25 UTC",-67.797402,-67.547377
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:36:25 UTC",-67.797784,-67.547803
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:38:24 UTC",-67.794316,-67.550232
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:40:23 UTC",-67.794547,-67.550257
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:42:22 UTC",-67.794443,-67.550224
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:44:21 UTC",-67.794442,-67.550229
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:46:20 UTC",-67.794372,-67.550215
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:48:19 UTC",-67.794315,-67.550215
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:50:18 UTC",-67.79424,-67.55022
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:52:17 UTC",-67.799475,-67.549234
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:55:19 UTC",-67.845935,-67.571813
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:57:19 UTC",-67.904371,-67.571638
"kb_43","female",c(-68.068935, -67.570716),"2022-12-31 11:59:18 UTC",-67.960485,-67.567753
"kb_45","female",c(-68.068935, -67.570716),"2022-12-30 17:55:14 UTC",0,0
"kb_45","female",c(-68.068935, -67.570716),"2022-12-30 18:20:49 UTC",0,0
"kb_42","female",c(-68.068935, -67.570716),"2022-12-30 18:52:55 UTC",0,0
"kb_42","female",c(-68.068935, -67.570716),"2022-12-31 08:27:54 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 20:33:27 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 20:35:26 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 20:41:22 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 20:43:21 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 20:45:19 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 20:47:18 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 20:49:17 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 20:51:16 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 20:56:02 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 20:58:00 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:00:00 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:01:58 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:03:57 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:05:57 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:11:38 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:13:38 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:15:36 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:17:35 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:19:34 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:21:33 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:23:32 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:25:31 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:27:32 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:29:30 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:31:29 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:33:28 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:35:27 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:37:26 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:39:26 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:41:24 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:43:22 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:45:16 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:47:15 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:49:14 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:51:13 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:53:12 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:55:12 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:57:11 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 21:59:12 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:01:10 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:03:09 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:05:09 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:07:07 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:09:08 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:11:07 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:13:08 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:14:52 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:16:51 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:18:48 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:20:50 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:22:48 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:24:46 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:26:45 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:28:44 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:30:43 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:32:42 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:34:40 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:36:39 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:38:38 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:40:39 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:42:38 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:44:23 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:46:25 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:48:22 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:50:23 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:52:20 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:54:23 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:56:20 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 22:58:19 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:00:18 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:02:15 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:04:22 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:06:18 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:08:12 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:10:14 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:12:13 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:14:00 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:15:59 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:18:06 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:20:03 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:21:57 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:24:04 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:25:56 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:27:55 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:29:56 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:31:57 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:33:51 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:35:52 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:37:55 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:39:48 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:41:50 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:43:39 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:45:38 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:47:36 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:49:36 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:51:35 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:53:33 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:55:32 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:57:31 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-30 23:59:31 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:01:29 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:03:29 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:05:29 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:07:27 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:09:27 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:11:25 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:13:14 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:15:13 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:17:12 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:19:13 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:21:12 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:23:09 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:25:07 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:27:06 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:29:05 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:31:04 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:33:03 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:35:03 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:37:02 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:39:02 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:41:00 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:42:54 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:44:48 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:46:48 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:48:49 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:50:46 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:52:44 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:54:43 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:56:45 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 00:58:41 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:00:40 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:02:39 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:04:41 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:06:39 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:08:37 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:10:36 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:12:36 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:14:35 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:16:34 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:18:33 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:20:32 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:22:31 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:24:30 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:26:30 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:28:28 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:30:30 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:32:27 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:34:26 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:36:26 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:38:24 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:40:23 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:42:23 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:44:23 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:46:22 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:48:26 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:50:26 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:52:21 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:54:18 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:56:16 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 01:58:16 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:00:17 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:02:14 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:04:12 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:06:14 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:08:12 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:10:10 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:12:09 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:14:09 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:16:08 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:18:07 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:20:05 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:22:04 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:24:04 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:26:05 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:28:01 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:30:01 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:32:00 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:33:59 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:35:58 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:38:00 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:39:57 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:41:55 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:43:55 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:45:53 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:47:52 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:49:52 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:51:50 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:53:50 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:55:48 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:57:47 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 02:59:47 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:01:45 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:03:44 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:05:44 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:07:43 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:09:43 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:11:41 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:13:40 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:15:42 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:17:39 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:19:38 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:21:36 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:23:35 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:25:35 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:27:34 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:29:33 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:31:32 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:33:31 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:35:31 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:37:30 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:39:29 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:41:30 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:43:27 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:45:28 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:47:33 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:49:24 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:51:25 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:53:24 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:55:21 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:57:22 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 03:59:18 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:01:17 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:03:17 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:05:16 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:07:18 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:09:15 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:11:13 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:13:13 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:15:12 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:17:11 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:19:10 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:21:09 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:23:10 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:25:15 UTC",0,0
"kb_38","male",c(-68.068935, -67.570716),"2022-12-31 04:27:15 UTC",0,0
